TXNAME	GENEID
"G6467;G6467.1(-)"	G6467
"G6468;G6468.1(-)"	G6468
"G6468;G6468.2(-)"	G6468
"G6469;G6469.1(-)"	G6469
"G6470;G6470.1(-)"	G6470
"G6470;G6470.2(-)"	G6470
"G6470;G6470.3(-)"	G6470
"G6471;G6471.1(-)"	G6471
"G6472;G6472.1(+)"	G6472
"G6473;G6473.1(-)"	G6473
"G6473;G6473.2(-)"	G6473
"G6474;G6474.1(+)"	G6474
"G6475;G6475.1(+)"	G6475
"G6476;G6476.1(+)"	G6476
"G6477;G6477.1(-)"	G6477
"G6478;G6478.1(-)"	G6478
"G6478;G6478.2(-)"	G6478
"G6479;G6479.1(-)"	G6479
"G6480;G6480.1(+)"	G6480
"G6481;G6481.1(-)"	G6481
"G6482;G6482.1(-)"	G6482
"G6483;G6483.1(+)"	G6483
"G6483;G6483.2(+)"	G6483
"G6483;G6483.3(+)"	G6483
"G6484;G6484.1(-)"	G6484
"G6485;G6485.1(+)"	G6485
"G6486;G6486.1(-)"	G6486
"G6487;G6487.1(-)"	G6487
"G6488;G6488.1(-)"	G6488
"G6489;G6489.1(+)"	G6489
"G6490;G6490.1(+)"	G6490
"G6491;G6491.1(-)"	G6491
"G6492;G6492.1(+)"	G6492
"G6493;G6493.1(-)"	G6493
"G6493;G6493.2(-)"	G6493
"G6494;G6494.1(-)"	G6494
"G6495;G6495.1(-)"	G6495
"G6495;G6495.2(-)"	G6495
"G6495;G6495.3(-)"	G6495
"G6495;G6495.4(-)"	G6495
"G6495;G6495.5(-)"	G6495
"G6495;G6495.6(-)"	G6495
"G6495;G6495.7(-)"	G6495
"G6495;G6495.8(-)"	G6495
"G6495;G6495.9(-)"	G6495
"G6495;G6495.10(-)"	G6495
"G6496;G6496.1(+)"	G6496
"G6497;G6497.1(-)"	G6497
"G6498;G6498.1(+)"	G6498
"G6498;G6498.2(+)"	G6498
"G6499;G6499.1(+)"	G6499
"G6500;G6500.1(+)"	G6500
"G6501;G6501.1(+)"	G6501
"G6502;G6502.1(-)"	G6502
"G6503;G6503.1(-)"	G6503
"G6503;G6503.2(-)"	G6503
"G6503;G6503.3(-)"	G6503
"G6504;G6504.1(-)"	G6504
"G6505;G6505.1(-)"	G6505
"G6506;G6506.1(-)"	G6506
"G6507;G6507.1(+)"	G6507
"G6507;G6507.2(+)"	G6507
"G6508;G6508.1(-)"	G6508
"G6509;G6509.1(-)"	G6509
"G6510;G6510.1(-)"	G6510
"G6511;G6511.1(-)"	G6511
"G6511;G6511.2(-)"	G6511
"G6512;G6512.1(+)"	G6512
"G6513;G6513.1(+)"	G6513
"G6514;G6514.1(-)"	G6514
"G6515;G6515.1(-)"	G6515
"G6516;G6516.1(-)"	G6516
"G6517;G6517.1(+)"	G6517
"G6518;G6518.1(+)"	G6518
"G6519;G6519.1(+)"	G6519
"G6519;G6519.2(+)"	G6519
"G6519;G6519.3(+)"	G6519
"G6520;G6520.1(+)"	G6520
"G6520;G6520.2(+)"	G6520
"G6521;G6521.1(-)"	G6521
"G6522;G6522.1(+)"	G6522
"G6523;G6523.1(+)"	G6523
"G6524;G6524.1(+)"	G6524
"G6525;G6525.1(+)"	G6525
"G6526;G6526.1(-)"	G6526
"G6526;G6526.2(-)"	G6526
"G6527;G6527.1(-)"	G6527
"G6528;G6528.1(+)"	G6528
"G6528;G6528.2(+)"	G6528
"G6529;G6529.1(-)"	G6529
"G6530;G6530.1(+)"	G6530
"G6531;G6531.1(+)"	G6531
"G6531;G6531.2(+)"	G6531
"G6531;G6531.3(+)"	G6531
"G6532;G6532.1(+)"	G6532
"G6533;G6533.1(+)"	G6533
"G6534;G6534.1(-)"	G6534
"G6535;G6535.1(-)"	G6535
"G6536;G6536.1(-)"	G6536
"G6537;G6537.1(+)"	G6537
"G6538;G6538.1(+)"	G6538
"G6539;G6539.1(-)"	G6539
"G6540;G6540.1(-)"	G6540
"G6541;G6541.1(+)"	G6541
"G6542;G6542.1(-)"	G6542
"G6542;G6542.2(-)"	G6542
"G6543;G6543.1(-)"	G6543
"G6544;G6544.1(+)"	G6544
"G6545;G6545.1(-)"	G6545
"G6546;G6546.1(+)"	G6546
"G6547;G6547.1(-)"	G6547
"G6548;G6548.1(+)"	G6548
"G6549;G6549.1(-)"	G6549
"G6550;G6550.1(+)"	G6550
"G6551;G6551.1(+)"	G6551
"G6551;G6551.2(+)"	G6551
"G6551;G6551.3(+)"	G6551
"G6551;G6551.4(+)"	G6551
"G6552;G6552.1(+)"	G6552
"G6553;G6553.1(-)"	G6553
"G6554;G6554.1(-)"	G6554
"G6555;G6555.1(+)"	G6555
"G6556;G6556.1(-)"	G6556
"G6557;G6557.1(-)"	G6557
"G6557;G6557.2(-)"	G6557
"G6558;G6558.1(-)"	G6558
"G6559;G6559.1(+)"	G6559
"G6560;G6560.1(-)"	G6560
"G6561;G6561.1(+)"	G6561
"G6562;G6562.1(+)"	G6562
"G6562;G6562.2(+)"	G6562
"G6563;G6563.1(+)"	G6563
"G6564;G6564.1(+)"	G6564
"G6565;G6565.1(-)"	G6565
"G6566;G6566.1(-)"	G6566
"G6566;G6566.2(-)"	G6566
"G6567;G6567.1(+)"	G6567
"G6568;G6568.1(-)"	G6568
"G6569;G6569.1(-)"	G6569
"G6569;G6569.2(-)"	G6569
"G6570;G6570.1(+)"	G6570
"G6570;G6570.2(+)"	G6570
"G6571;G6571.1(-)"	G6571
"G6572;G6572.1(-)"	G6572
"G6573;G6573.1(+)"	G6573
"G6574;G6574.1(+)"	G6574
"G6575;G6575.1(-)"	G6575
"G6576;G6576.1(+)"	G6576
"G6577;G6577.1(+)"	G6577
"G6578;G6578.1(-)"	G6578
"G6579;G6579.1(+)"	G6579
"G6580;G6580.1(-)"	G6580
"G6581;G6581.1(-)"	G6581
"G6581;G6581.2(-)"	G6581
"G6582;G6582.1(+)"	G6582
"G6582;G6582.2(+)"	G6582
"G6583;G6583.1(+)"	G6583
"G6583;G6583.2(+)"	G6583
"G6583;G6583.3(+)"	G6583
"G6584;G6584.1(+)"	G6584
"G6585;G6585.1(-)"	G6585
"G6585;G6585.2(-)"	G6585
"G6586;G6586.1(-)"	G6586
"G6587;G6587.1(-)"	G6587
"G6588;G6588.1(-)"	G6588
"G6589;G6589.1(+)"	G6589
"G6590;G6590.1(+)"	G6590
"G6590;G6590.2(+)"	G6590
"G6591;G6591.1(-)"	G6591
"G6591;G6591.2(-)"	G6591
"G6592;G6592.1(-)"	G6592
"G6593;G6593.1(-)"	G6593
"G6594;G6594.1(+)"	G6594
"G6595;G6595.1(+)"	G6595
"G6596;G6596.1(-)"	G6596
"G6596;G6596.2(-)"	G6596
"G6596;G6596.3(-)"	G6596
"G6597;G6597.1(-)"	G6597
"G6598;G6598.1(+)"	G6598
"G6599;G6599.1(+)"	G6599
"G6600;G6600.1(-)"	G6600
"G6600;G6600.2(-)"	G6600
"G6601;G6601.1(+)"	G6601
"G6602;G6602.1(+)"	G6602
"G6603;G6603.1(-)"	G6603
"G6604;G6604.1(-)"	G6604
"G6605;G6605.1(-)"	G6605
"G6605;G6605.2(-)"	G6605
"G6606;G6606.1(-)"	G6606
"G6606;G6606.2(-)"	G6606
"G6607;G6607.1(+)"	G6607
"G6608;G6608.1(+)"	G6608
"G6609;G6609.1(+)"	G6609
"G6610;G6610.1(+)"	G6610
"G6611;G6611.1(-)"	G6611
"G6611;G6611.2(-)"	G6611
"G6611;G6611.3(-)"	G6611
"G6612;G6612.1(-)"	G6612
"G6613;G6613.1(-)"	G6613
"G6613;G6613.2(-)"	G6613
"G6614;G6614.1(-)"	G6614
"G6615;G6615.1(-)"	G6615
"G6616;G6616.1(+)"	G6616
"G6616;G6616.2(+)"	G6616
"G6617;G6617.1(-)"	G6617
"G6618;G6618.1(+)"	G6618
"G6619;G6619.1(+)"	G6619
"G6620;G6620.1(-)"	G6620
"G6620;G6620.2(-)"	G6620
"G6621;G6621.1(-)"	G6621
"G6622;G6622.1(+)"	G6622
"G6623;G6623.1(-)"	G6623
"G6623;G6623.2(-)"	G6623
"G6624;G6624.1(+)"	G6624
"G6625;G6625.1(+)"	G6625
"G6626;G6626.1(-)"	G6626
"G6627;G6627.1(-)"	G6627
"G6627;G6627.2(-)"	G6627
"G6628;G6628.1(+)"	G6628
"G6629;G6629.1(-)"	G6629
"G6630;G6630.1(+)"	G6630
"G6631;G6631.1(+)"	G6631
"G6632;G6632.1(-)"	G6632
"G6633;G6633.1(+)"	G6633
"G6634;G6634.1(+)"	G6634
"G6635;G6635.1(+)"	G6635
"G6636;G6636.1(-)"	G6636
"G6637;G6637.1(+)"	G6637
"G6638;G6638.1(-)"	G6638
"G6638;G6638.2(-)"	G6638
"G6639;G6639.1(+)"	G6639
"G6640;G6640.1(+)"	G6640
"G6641;G6641.1(+)"	G6641
"G6642;G6642.1(+)"	G6642
"G6643;G6643.1(-)"	G6643
"G6644;G6644.1(+)"	G6644
"G6645;G6645.1(+)"	G6645
"G6646;G6646.1(-)"	G6646
"G6647;G6647.1(-)"	G6647
"G6648;G6648.1(+)"	G6648
"G6649;G6649.1(-)"	G6649
"G6650;G6650.1(-)"	G6650
"G6651;G6651.1(+)"	G6651
"G6652;G6652.1(-)"	G6652
"G6653;G6653.1(+)"	G6653
"G6654;G6654.1(+)"	G6654
"G6655;G6655.1(+)"	G6655
"G6655;G6655.2(+)"	G6655
"G6655;G6655.3(+)"	G6655
"G6656;G6656.1(+)"	G6656
"G6657;G6657.1(+)"	G6657
"G6658;G6658.1(+)"	G6658
"G6659;G6659.1(-)"	G6659
"G6659;G6659.2(-)"	G6659
"G6660;G6660.1(-)"	G6660
"G6661;G6661.1(+)"	G6661
"G6661;G6661.2(+)"	G6661
"G6661;G6661.3(+)"	G6661
"G6662;G6662.1(+)"	G6662
"G6663;G6663.1(+)"	G6663
"G6663;G6663.2(+)"	G6663
"G6663;G6663.3(+)"	G6663
"G6664;G6664.1(+)"	G6664
"G6665;G6665.1(+)"	G6665
"G6666;G6666.1(+)"	G6666
"G6667;G6667.1(-)"	G6667
"G6668;G6668.1(+)"	G6668
"G6669;G6669.1(+)"	G6669
"G6670;G6670.1(-)"	G6670
"G6670;G6670.2(-)"	G6670
"G6670;G6670.3(-)"	G6670
"G6670;G6670.4(-)"	G6670
"G6671;G6671.1(-)"	G6671
"G6672;G6672.1(-)"	G6672
"G6673;G6673.1(-)"	G6673
"G6674;G6674.1(+)"	G6674
"G6675;G6675.1(+)"	G6675
"G6676;G6676.1(-)"	G6676
"G6677;G6677.1(+)"	G6677
"G6678;G6678.1(-)"	G6678
"G6679;G6679.1(-)"	G6679
"G6680;G6680.1(-)"	G6680
"G6681;G6681.1(-)"	G6681
"G6682;G6682.1(-)"	G6682
"G6682;G6682.2(-)"	G6682
"G6683;G6683.1(+)"	G6683
"G6684;G6684.1(+)"	G6684
"G6685;G6685.1(-)"	G6685
"G6686;G6686.1(+)"	G6686
"G6687;G6687.1(+)"	G6687
"G6688;G6688.1(-)"	G6688
"G6689;G6689.1(+)"	G6689
"G6690;G6690.1(-)"	G6690
"G6691;G6691.1(+)"	G6691
"G6691;G6691.2(+)"	G6691
"G6692;G6692.1(-)"	G6692
"G6693;G6693.1(+)"	G6693
"G6694;G6694.1(-)"	G6694
"G6695;G6695.1(-)"	G6695
"G6696;G6696.1(+)"	G6696
"G6696;G6696.2(+)"	G6696
"G6697;G6697.1(-)"	G6697
"G6698;G6698.1(+)"	G6698
"G6698;G6698.2(+)"	G6698
"G6699;G6699.1(-)"	G6699
"G6699;G6699.2(-)"	G6699
"G6699;G6699.3(-)"	G6699
"G6699;G6699.4(-)"	G6699
"G6699;G6699.5(-)"	G6699
"G6700;G6700.1(-)"	G6700
"G6701;G6701.1(+)"	G6701
"G6702;G6702.1(+)"	G6702
"G6703;G6703.1(-)"	G6703
"G6704;G6704.1(-)"	G6704
"G6705;G6705.1(-)"	G6705
"G6706;G6706.1(+)"	G6706
"G6707;G6707.1(+)"	G6707
"G6707;G6707.2(+)"	G6707
"G6708;G6708.1(-)"	G6708
"G6708;G6708.2(-)"	G6708
"G6709;G6709.1(+)"	G6709
"G6710;G6710.1(+)"	G6710
"G6711;G6711.1(-)"	G6711
"G6712;G6712.1(-)"	G6712
"G6712;G6712.2(-)"	G6712
"G6713;G6713.1(+)"	G6713
"G6714;G6714.1(-)"	G6714
"G6715;G6715.1(+)"	G6715
"G6716;G6716.1(+)"	G6716
"G6717;G6717.1(-)"	G6717
"G6718;G6718.1(+)"	G6718
"G6719;G6719.1(-)"	G6719
"G6719;G6719.2(-)"	G6719
"G6720;G6720.1(-)"	G6720
"G6721;G6721.1(+)"	G6721
"G6722;G6722.1(+)"	G6722
"G6723;G6723.1(-)"	G6723
"G6724;G6724.1(+)"	G6724
"G6725;G6725.1(+)"	G6725
"G6725;G6725.2(+)"	G6725
"G6726;G6726.1(-)"	G6726
"G6726;G6726.2(-)"	G6726
"G6726;G6726.3(-)"	G6726
"G6727;G6727.1(-)"	G6727
"G6728;G6728.1(+)"	G6728
"G6729;G6729.1(+)"	G6729
"G6730;G6730.1(+)"	G6730
"G6731;G6731.1(-)"	G6731
"G6732;G6732.1(-)"	G6732
"G6733;G6733.1(+)"	G6733
"G6734;G6734.1(+)"	G6734
"G6734;G6734.2(+)"	G6734
"G6735;G6735.1(+)"	G6735
"G6736;G6736.1(-)"	G6736
"G6737;G6737.1(-)"	G6737
"G6738;G6738.1(+)"	G6738
"G6739;G6739.1(-)"	G6739
"G6740;G6740.1(-)"	G6740
"G6740;G6740.2(-)"	G6740
"G6741;G6741.1(-)"	G6741
"G6742;G6742.1(-)"	G6742
"G6743;G6743.1(-)"	G6743
"G6744;G6744.1(+)"	G6744
"G6745;G6745.1(-)"	G6745
"G6746;G6746.1(-)"	G6746
"G6747;G6747.1(-)"	G6747
"G6748;G6748.1(+)"	G6748
"G6749;G6749.1(-)"	G6749
"G6749;G6749.2(-)"	G6749
"G6750;G6750.1(-)"	G6750
"G6750;G6750.2(-)"	G6750
"G6751;G6751.1(-)"	G6751
"G6752;G6752.1(+)"	G6752
"G6752;G6752.2(+)"	G6752
"G6753;G6753.1(+)"	G6753
"G6754;G6754.1(-)"	G6754
"G6754;G6754.2(-)"	G6754
"G6755;G6755.1(+)"	G6755
"G6756;G6756.1(+)"	G6756
"G6757;G6757.1(+)"	G6757
"G6757;G6757.2(+)"	G6757
"G6758;G6758.1(+)"	G6758
"G6759;G6759.1(+)"	G6759
"G6760;G6760.1(+)"	G6760
"G6761;G6761.1(-)"	G6761
"G6762;G6762.1(+)"	G6762
"G6762;G6762.2(+)"	G6762
"G6763;G6763.1(-)"	G6763
"G6764;G6764.1(+)"	G6764
"G6765;G6765.1(+)"	G6765
"G6766;G6766.1(-)"	G6766
"G6767;G6767.1(-)"	G6767
"G6768;G6768.1(-)"	G6768
"G6769;G6769.1(-)"	G6769
"G6770;G6770.1(+)"	G6770
"G6770;G6770.2(+)"	G6770
"G6771;G6771.1(+)"	G6771
"G6772;G6772.1(+)"	G6772
"G6773;G6773.1(-)"	G6773
"G6774;G6774.1(+)"	G6774
"G6775;G6775.1(-)"	G6775
"G6776;G6776.1(+)"	G6776
"G6776;G6776.2(+)"	G6776
"G6777;G6777.1(+)"	G6777
"G6778;G6778.1(+)"	G6778
"G6779;G6779.1(-)"	G6779
"G6780;G6780.1(-)"	G6780
"G6781;G6781.1(+)"	G6781
"G6781;G6781.2(+)"	G6781
"G6782;G6782.1(+)"	G6782
"G6783;G6783.1(+)"	G6783
"G6784;G6784.1(-)"	G6784
"G6785;G6785.1(-)"	G6785
"G6786;G6786.1(-)"	G6786
"G6786;G6786.2(-)"	G6786
"G6787;G6787.1(+)"	G6787
"G6788;G6788.1(-)"	G6788
"G6788;G6788.2(-)"	G6788
"G6788;G6788.3(-)"	G6788
"G6789;G6789.1(+)"	G6789
"G6790;G6790.1(-)"	G6790
"G6790;G6790.2(-)"	G6790
"G6790;G6790.3(-)"	G6790
"G6791;G6791.1(-)"	G6791
"G6792;G6792.1(+)"	G6792
"G6793;G6793.1(-)"	G6793
"G6794;G6794.1(-)"	G6794
"G6795;G6795.1(+)"	G6795
"G6796;G6796.1(+)"	G6796
"G6797;G6797.1(+)"	G6797
"G6798;G6798.1(-)"	G6798
"G6799;G6799.1(-)"	G6799
"G6800;G6800.1(-)"	G6800
"G6801;G6801.1(-)"	G6801
"G6802;G6802.1(-)"	G6802
"G6803;G6803.1(-)"	G6803
"G6803;G6803.2(-)"	G6803
"G6803;G6803.3(-)"	G6803
"G6804;G6804.1(-)"	G6804
"G6804;G6804.2(-)"	G6804
"G6805;G6805.1(-)"	G6805
"G6806;G6806.1(+)"	G6806
"G6807;G6807.1(+)"	G6807
"G6807;G6807.2(+)"	G6807
"G6807;G6807.3(+)"	G6807
"G6808;G6808.1(+)"	G6808
"G6809;G6809.1(+)"	G6809
"G6809;G6809.2(+)"	G6809
"G6810;G6810.1(+)"	G6810
"G6811;G6811.1(+)"	G6811
"G6812;G6812.1(+)"	G6812
"G6813;G6813.1(-)"	G6813
"G6814;G6814.1(-)"	G6814
"G6815;G6815.1(-)"	G6815
"G6816;G6816.1(+)"	G6816
"G6816;G6816.2(+)"	G6816
"G6817;G6817.1(-)"	G6817
"G6817;G6817.2(-)"	G6817
"G6818;G6818.1(-)"	G6818
"G6818;G6818.2(-)"	G6818
"G6819;G6819.1(+)"	G6819
"G6819;G6819.2(+)"	G6819
"G6820;G6820.1(+)"	G6820
"G6821;G6821.1(-)"	G6821
"G6822;G6822.1(-)"	G6822
"G6823;G6823.1(+)"	G6823
"G6824;G6824.1(+)"	G6824
"G6824;G6824.2(+)"	G6824
"G6824;G6824.3(+)"	G6824
"G6825;G6825.1(-)"	G6825
"G6826;G6826.1(-)"	G6826
"G6827;G6827.1(-)"	G6827
"G6827;G6827.2(-)"	G6827
"G6828;G6828.1(+)"	G6828
"G6829;G6829.1(+)"	G6829
"G6830;G6830.1(+)"	G6830
"G6831;G6831.1(-)"	G6831
"G6832;G6832.1(-)"	G6832
"G6833;G6833.1(-)"	G6833
"G6833;G6833.2(-)"	G6833
"G6834;G6834.1(+)"	G6834
"G6834;G6834.2(+)"	G6834
"G6835;G6835.1(+)"	G6835
"G6836;G6836.1(+)"	G6836
"G6837;G6837.1(-)"	G6837
"G6838;G6838.1(-)"	G6838
"G6839;G6839.1(+)"	G6839
"G6840;G6840.1(-)"	G6840
"G6841;G6841.1(-)"	G6841
"G6842;G6842.1(-)"	G6842
"G6843;G6843.1(-)"	G6843
"G6844;G6844.1(-)"	G6844
"G6844;G6844.2(-)"	G6844
"G6845;G6845.1(-)"	G6845
"G6846;G6846.1(+)"	G6846
"G6847;G6847.1(-)"	G6847
"G6847;G6847.2(-)"	G6847
"G6848;G6848.1(-)"	G6848
"G6849;G6849.1(-)"	G6849
"G6849;G6849.2(-)"	G6849
"G6850;G6850.1(-)"	G6850
"G6851;G6851.1(-)"	G6851
"G6851;G6851.2(-)"	G6851
"G6851;G6851.3(-)"	G6851
"G6851;G6851.4(-)"	G6851
"G6851;G6851.5(-)"	G6851
"G6851;G6851.6(-)"	G6851
"G6852;G6852.1(-)"	G6852
"G6853;G6853.1(+)"	G6853
"G6854;G6854.1(-)"	G6854
"G6855;G6855.1(+)"	G6855
"G6856;G6856.1(+)"	G6856
"G6857;G6857.1(-)"	G6857
"G6857;G6857.2(-)"	G6857
"G6857;G6857.3(-)"	G6857
"G6857;G6857.4(-)"	G6857
"G6858;G6858.1(+)"	G6858
"G6859;G6859.1(+)"	G6859
"G6860;G6860.1(+)"	G6860
"G6861;G6861.1(+)"	G6861
"G6862;G6862.1(+)"	G6862
"G6863;G6863.1(+)"	G6863
"G6864;G6864.1(+)"	G6864
"G6865;G6865.1(-)"	G6865
"G6866;G6866.1(-)"	G6866
"G6867;G6867.1(-)"	G6867
"G6868;G6868.1(+)"	G6868
"G6869;G6869.1(+)"	G6869
"G6869;G6869.2(+)"	G6869
"G6870;G6870.1(-)"	G6870
"G6871;G6871.1(-)"	G6871
"G6872;G6872.1(-)"	G6872
"G6872;G6872.2(-)"	G6872
"G6872;G6872.3(-)"	G6872
"G6872;G6872.4(-)"	G6872
"G6872;G6872.5(-)"	G6872
"G6872;G6872.6(-)"	G6872
"G6872;G6872.7(-)"	G6872
"G6872;G6872.8(-)"	G6872
"G6872;G6872.9(-)"	G6872
"G6872;G6872.10(-)"	G6872
"G6872;G6872.11(-)"	G6872
"G6872;G6872.12(-)"	G6872
"G6873;G6873.1(+)"	G6873
"G6873;G6873.2(+)"	G6873
"G6874;G6874.1(+)"	G6874
"G6875;G6875.1(+)"	G6875
"G6875;G6875.2(+)"	G6875
"G6875;G6875.3(+)"	G6875
"G6876;G6876.1(+)"	G6876
"G6877;G6877.1(+)"	G6877
"G6878;G6878.1(-)"	G6878
"G6879;G6879.1(-)"	G6879
"G6879;G6879.2(-)"	G6879
"G6879;G6879.3(-)"	G6879
"G6880;G6880.1(-)"	G6880
"G6881;G6881.1(-)"	G6881
"G6881;G6881.2(-)"	G6881
"G6882;G6882.1(-)"	G6882
"G6883;G6883.1(-)"	G6883
"G6884;G6884.1(+)"	G6884
"G6885;G6885.1(+)"	G6885
"G6886;G6886.1(-)"	G6886
"G6887;G6887.1(+)"	G6887
"G6888;G6888.1(-)"	G6888
"G6889;G6889.1(+)"	G6889
"G6890;G6890.1(+)"	G6890
"G6891;G6891.1(-)"	G6891
"G6892;G6892.1(-)"	G6892
"G6893;G6893.1(+)"	G6893
"G6894;G6894.1(+)"	G6894
"G6895;G6895.1(-)"	G6895
"G6896;G6896.1(-)"	G6896
"G6897;G6897.1(+)"	G6897
"G6898;G6898.1(+)"	G6898
"G6898;G6898.2(+)"	G6898
"G6899;G6899.1(+)"	G6899
"G6900;G6900.1(-)"	G6900
"G6901;G6901.1(-)"	G6901
"G6902;G6902.1(+)"	G6902
"G6903;G6903.1(+)"	G6903
"G6904;G6904.1(-)"	G6904
"G6905;G6905.1(+)"	G6905
"G6906;G6906.1(-)"	G6906
"G6907;G6907.1(-)"	G6907
"G6908;G6908.1(-)"	G6908
"G6908;G6908.2(-)"	G6908
"G6909;G6909.1(+)"	G6909
"G6910;G6910.1(-)"	G6910
"G6911;G6911.1(+)"	G6911
"G6911;G6911.2(+)"	G6911
"G6912;G6912.1(+)"	G6912
"G6912;G6912.2(+)"	G6912
"G6913;G6913.1(+)"	G6913
"G6914;G6914.1(-)"	G6914
"G6915;G6915.1(+)"	G6915
"G6915;G6915.2(+)"	G6915
"G6916;G6916.1(-)"	G6916
"G6917;G6917.1(+)"	G6917
"G6918;G6918.1(+)"	G6918
"G6919;G6919.1(+)"	G6919
"G6920;G6920.1(-)"	G6920
"G6920;G6920.2(-)"	G6920
"G6921;G6921.1(-)"	G6921
"G6922;G6922.1(+)"	G6922
"G6922;G6922.2(+)"	G6922
"G6923;G6923.1(-)"	G6923
"G6924;G6924.1(+)"	G6924
"G6924;G6924.2(+)"	G6924
"G6925;G6925.1(-)"	G6925
"G6926;G6926.1(+)"	G6926
"G6927;G6927.1(+)"	G6927
"G6928;G6928.1(-)"	G6928
"G6929;G6929.1(+)"	G6929
"G6930;G6930.1(-)"	G6930
"G6931;G6931.1(-)"	G6931
"G6932;G6932.1(+)"	G6932
"G6932;G6932.2(+)"	G6932
"G6933;G6933.1(-)"	G6933
"G6934;G6934.1(+)"	G6934
"G6935;G6935.1(+)"	G6935
"G6936;G6936.1(+)"	G6936
"G6937;G6937.1(-)"	G6937
"G6938;G6938.1(-)"	G6938
"G6939;G6939.1(-)"	G6939
"G6940;G6940.1(+)"	G6940
"G6941;G6941.1(-)"	G6941
"G6942;G6942.1(-)"	G6942
"G6942;G6942.2(-)"	G6942
"G6942;G6942.3(-)"	G6942
"G6942;G6942.4(-)"	G6942
"G6942;G6942.5(-)"	G6942
"G6943;G6943.1(-)"	G6943
"G6943;G6943.2(-)"	G6943
"G6944;G6944.1(+)"	G6944
"G6944;G6944.2(+)"	G6944
"G6945;G6945.1(-)"	G6945
"G6945;G6945.2(-)"	G6945
"G6945;G6945.3(-)"	G6945
"G6945;G6945.4(-)"	G6945
"G6945;G6945.5(-)"	G6945
"G6946;G6946.1(+)"	G6946
"G6947;G6947.1(-)"	G6947
"G6948;G6948.1(-)"	G6948
"G6948;G6948.2(-)"	G6948
"G6948;G6948.3(-)"	G6948
"G6949;G6949.1(+)"	G6949
"G6949;G6949.2(+)"	G6949
"G6950;G6950.1(+)"	G6950
"G6950;G6950.2(+)"	G6950
"G6951;G6951.1(+)"	G6951
"G6952;G6952.1(-)"	G6952
"G6953;G6953.1(-)"	G6953
"G6954;G6954.1(+)"	G6954
"G6955;G6955.1(-)"	G6955
"G6956;G6956.1(+)"	G6956
"G6956;G6956.2(+)"	G6956
"G6957;G6957.1(+)"	G6957
"G6957;G6957.2(+)"	G6957
"G6958;G6958.1(+)"	G6958
"G6959;G6959.1(+)"	G6959
"G6959;G6959.2(+)"	G6959
"G6960;G6960.1(-)"	G6960
"G6961;G6961.1(+)"	G6961
"G6962;G6962.1(+)"	G6962
"G6963;G6963.1(+)"	G6963
"G6964;G6964.1(+)"	G6964
"G6964;G6964.2(+)"	G6964
"G6965;G6965.1(+)"	G6965
"G6966;G6966.1(-)"	G6966
"G6967;G6967.1(-)"	G6967
"G6968;G6968.1(-)"	G6968
"G6968;G6968.2(-)"	G6968
"G6969;G6969.1(-)"	G6969
"G6969;G6969.2(-)"	G6969
"G6970;G6970.1(-)"	G6970
"G6971;G6971.1(-)"	G6971
"G6971;G6971.2(-)"	G6971
"G6971;G6971.3(-)"	G6971
"G6971;G6971.4(-)"	G6971
"G6972;G6972.1(-)"	G6972
"G6972;G6972.2(-)"	G6972
"G6973;G6973.1(-)"	G6973
"G6974;G6974.1(-)"	G6974
"G6975;G6975.1(-)"	G6975
"G6976;G6976.1(-)"	G6976
"G6977;G6977.1(-)"	G6977
"G6977;G6977.2(-)"	G6977
"G6978;G6978.1(-)"	G6978
"G6979;G6979.1(+)"	G6979
"G6979;G6979.2(+)"	G6979
"G6979;G6979.3(+)"	G6979
"G6980;G6980.1(+)"	G6980
"G6980;G6980.2(+)"	G6980
"G6981;G6981.1(-)"	G6981
"G6981;G6981.2(-)"	G6981
"G6982;G6982.1(-)"	G6982
"G6983;G6983.1(+)"	G6983
"G6984;G6984.1(-)"	G6984
"G6985;G6985.1(-)"	G6985
"G6986;G6986.1(-)"	G6986
"G6987;G6987.1(-)"	G6987
"G6987;G6987.2(-)"	G6987
"G6988;G6988.1(+)"	G6988
"G6988;G6988.2(+)"	G6988
"G6989;G6989.1(-)"	G6989
"G6990;G6990.1(-)"	G6990
"G6991;G6991.1(-)"	G6991
"G6992;G6992.1(-)"	G6992
"G6992;G6992.2(-)"	G6992
"G6993;G6993.1(+)"	G6993
"G6994;G6994.1(-)"	G6994
"G6994;G6994.2(-)"	G6994
"G6994;G6994.3(-)"	G6994
"G6995;G6995.1(+)"	G6995
"G6995;G6995.2(+)"	G6995
"G6995;G6995.3(+)"	G6995
"G6996;G6996.1(+)"	G6996
"G6996;G6996.2(+)"	G6996
"G6997;G6997.1(+)"	G6997
"G6998;G6998.1(-)"	G6998
"G6999;G6999.1(+)"	G6999
"G6999;G6999.2(+)"	G6999
"G7000;G7000.1(+)"	G7000
"G7001;G7001.1(+)"	G7001
"G7002;G7002.1(+)"	G7002
"G7003;G7003.1(-)"	G7003
"G7004;G7004.1(+)"	G7004
"G7005;G7005.1(-)"	G7005
"G7006;G7006.1(-)"	G7006
"G7007;G7007.1(+)"	G7007
"G7008;G7008.1(+)"	G7008
"G7009;G7009.1(+)"	G7009
"G7009;G7009.2(+)"	G7009
"G7010;G7010.1(+)"	G7010
"G7011;G7011.1(-)"	G7011
