TXNAME	GENEID
"G7012;G7012.1(-)"	G7012
"G7013;G7013.1(-)"	G7013
"G7013;G7013.2(-)"	G7013
"G7014;G7014.1(+)"	G7014
"G7015;G7015.1(-)"	G7015
"G7016;G7016.1(+)"	G7016
"G7017;G7017.1(+)"	G7017
"G7017;G7017.2(+)"	G7017
"G7018;G7018.1(+)"	G7018
"G7019;G7019.1(+)"	G7019
"G7019;G7019.2(+)"	G7019
"G7020;G7020.1(-)"	G7020
"G7021;G7021.1(+)"	G7021
"G7022;G7022.1(-)"	G7022
"G7022;G7022.2(-)"	G7022
"G7023;G7023.1(-)"	G7023
"G7024;G7024.1(-)"	G7024
"G7025;G7025.1(-)"	G7025
"G7026;G7026.1(+)"	G7026
"G7026;G7026.2(+)"	G7026
"G7027;G7027.1(+)"	G7027
"G7028;G7028.1(+)"	G7028
"G7029;G7029.1(+)"	G7029
"G7030;G7030.1(+)"	G7030
"G7030;G7030.2(+)"	G7030
"G7031;G7031.1(-)"	G7031
"G7031;G7031.2(-)"	G7031
"G7032;G7032.1(-)"	G7032
"G7033;G7033.1(+)"	G7033
"G7034;G7034.1(+)"	G7034
"G7034;G7034.2(+)"	G7034
"G7034;G7034.3(+)"	G7034
"G7035;G7035.1(+)"	G7035
"G7036;G7036.1(-)"	G7036
"G7037;G7037.1(+)"	G7037
"G7037;G7037.2(+)"	G7037
"G7038;G7038.1(-)"	G7038
"G7039;G7039.1(+)"	G7039
"G7039;G7039.2(+)"	G7039
"G7039;G7039.3(+)"	G7039
"G7040;G7040.1(-)"	G7040
"G7041;G7041.1(-)"	G7041
"G7042;G7042.1(+)"	G7042
"G7043;G7043.1(-)"	G7043
"G7043;G7043.2(-)"	G7043
"G7044;G7044.1(-)"	G7044
"G7045;G7045.1(-)"	G7045
"G7045;G7045.2(-)"	G7045
"G7045;G7045.3(-)"	G7045
"G7045;G7045.4(-)"	G7045
"G7046;G7046.1(-)"	G7046
"G7047;G7047.1(-)"	G7047
"G7048;G7048.1(+)"	G7048
"G7049;G7049.1(+)"	G7049
"G7050;G7050.1(-)"	G7050
"G7051;G7051.1(+)"	G7051
"G7052;G7052.1(-)"	G7052
"G7052;G7052.2(-)"	G7052
"G7052;G7052.3(-)"	G7052
"G7052;G7052.4(-)"	G7052
"G7053;G7053.1(+)"	G7053
"G7054;G7054.1(+)"	G7054
"G7055;G7055.1(-)"	G7055
"G7056;G7056.1(-)"	G7056
"G7056;G7056.2(-)"	G7056
"G7057;G7057.1(+)"	G7057
"G7058;G7058.1(-)"	G7058
"G7059;G7059.1(-)"	G7059
"G7059;G7059.2(-)"	G7059
"G7059;G7059.3(-)"	G7059
"G7059;G7059.4(-)"	G7059
"G7060;G7060.1(+)"	G7060
"G7061;G7061.1(+)"	G7061
"G7062;G7062.1(-)"	G7062
"G7063;G7063.1(+)"	G7063
"G7064;G7064.1(-)"	G7064
"G7065;G7065.1(-)"	G7065
"G7066;G7066.1(+)"	G7066
"G7066;G7066.2(+)"	G7066
"G7067;G7067.1(-)"	G7067
"G7068;G7068.1(+)"	G7068
"G7069;G7069.1(+)"	G7069
"G7070;G7070.1(-)"	G7070
"G7071;G7071.1(+)"	G7071
"G7072;G7072.1(+)"	G7072
"G7073;G7073.1(+)"	G7073
"G7074;G7074.1(+)"	G7074
"G7075;G7075.1(-)"	G7075
"G7076;G7076.1(+)"	G7076
"G7077;G7077.1(-)"	G7077
"G7078;G7078.1(+)"	G7078
"G7079;G7079.1(+)"	G7079
"G7080;G7080.1(+)"	G7080
"G7081;G7081.1(-)"	G7081
"G7081;G7081.2(-)"	G7081
"G7082;G7082.1(+)"	G7082
"G7082;G7082.2(+)"	G7082
"G7083;G7083.1(-)"	G7083
"G7084;G7084.1(-)"	G7084
"G7085;G7085.1(+)"	G7085
"G7086;G7086.1(+)"	G7086
"G7087;G7087.1(+)"	G7087
"G7088;G7088.1(-)"	G7088
"G7089;G7089.1(+)"	G7089
"G7090;G7090.1(+)"	G7090
"G7091;G7091.1(+)"	G7091
"G7091;G7091.2(+)"	G7091
"G7092;G7092.1(-)"	G7092
"G7093;G7093.1(-)"	G7093
"G7094;G7094.1(-)"	G7094
"G7095;G7095.1(-)"	G7095
"G7095;G7095.2(-)"	G7095
"G7096;G7096.1(+)"	G7096
"G7097;G7097.1(-)"	G7097
"G7098;G7098.1(+)"	G7098
"G7098;G7098.2(+)"	G7098
"G7099;G7099.1(-)"	G7099
"G7100;G7100.1(+)"	G7100
"G7101;G7101.1(+)"	G7101
"G7102;G7102.1(+)"	G7102
"G7103;G7103.1(+)"	G7103
"G7104;G7104.1(+)"	G7104
"G7105;G7105.1(+)"	G7105
"G7106;G7106.1(-)"	G7106
"G7107;G7107.1(+)"	G7107
"G7108;G7108.1(-)"	G7108
"G7109;G7109.1(+)"	G7109
"G7110;G7110.1(-)"	G7110
"G7110;G7110.2(-)"	G7110
"G7111;G7111.1(-)"	G7111
"G7112;G7112.1(+)"	G7112
"G7113;G7113.1(-)"	G7113
"G7114;G7114.1(-)"	G7114
"G7114;G7114.2(-)"	G7114
"G7115;G7115.1(+)"	G7115
"G7116;G7116.1(-)"	G7116
"G7117;G7117.1(+)"	G7117
"G7118;G7118.1(+)"	G7118
"G7119;G7119.1(-)"	G7119
"G7120;G7120.1(-)"	G7120
"G7121;G7121.1(-)"	G7121
"G7122;G7122.1(-)"	G7122
"G7123;G7123.1(-)"	G7123
"G7123;G7123.2(-)"	G7123
"G7123;G7123.3(-)"	G7123
"G7124;G7124.1(+)"	G7124
"G7125;G7125.1(-)"	G7125
"G7126;G7126.1(-)"	G7126
"G7127;G7127.1(+)"	G7127
"G7128;G7128.1(+)"	G7128
"G7129;G7129.1(-)"	G7129
"G7130;G7130.1(+)"	G7130
"G7130;G7130.2(+)"	G7130
"G7131;G7131.1(-)"	G7131
"G7132;G7132.1(+)"	G7132
"G7133;G7133.1(+)"	G7133
"G7133;G7133.2(+)"	G7133
"G7134;G7134.1(-)"	G7134
"G7134;G7134.2(-)"	G7134
"G7135;G7135.1(-)"	G7135
"G7136;G7136.1(-)"	G7136
"G7137;G7137.1(+)"	G7137
"G7138;G7138.1(+)"	G7138
"G7138;G7138.2(+)"	G7138
"G7138;G7138.3(+)"	G7138
"G7138;G7138.4(+)"	G7138
"G7139;G7139.1(-)"	G7139
"G7140;G7140.1(+)"	G7140
"G7140;G7140.2(+)"	G7140
"G7140;G7140.3(+)"	G7140
"G7141;G7141.1(-)"	G7141
"G7142;G7142.1(+)"	G7142
"G7142;G7142.2(+)"	G7142
"G7143;G7143.1(-)"	G7143
"G7143;G7143.2(-)"	G7143
"G7143;G7143.3(-)"	G7143
"G7144;G7144.1(+)"	G7144
"G7145;G7145.1(+)"	G7145
"G7146;G7146.1(-)"	G7146
"G7147;G7147.1(-)"	G7147
"G7148;G7148.1(+)"	G7148
"G7149;G7149.1(-)"	G7149
"G7149;G7149.2(-)"	G7149
"G7149;G7149.3(-)"	G7149
"G7150;G7150.1(+)"	G7150
"G7151;G7151.1(+)"	G7151
"G7152;G7152.1(+)"	G7152
"G7152;G7152.2(+)"	G7152
"G7153;G7153.1(+)"	G7153
"G7154;G7154.1(+)"	G7154
"G7155;G7155.1(-)"	G7155
"G7156;G7156.1(+)"	G7156
"G7156;G7156.2(+)"	G7156
"G7157;G7157.1(-)"	G7157
"G7158;G7158.1(-)"	G7158
"G7159;G7159.1(-)"	G7159
"G7160;G7160.1(-)"	G7160
"G7161;G7161.1(-)"	G7161
"G7162;G7162.1(+)"	G7162
"G7163;G7163.1(+)"	G7163
"G7164;G7164.1(+)"	G7164
"G7164;G7164.2(+)"	G7164
"G7164;G7164.3(+)"	G7164
"G7165;G7165.1(+)"	G7165
"G7166;G7166.1(+)"	G7166
"G7167;G7167.1(+)"	G7167
"G7168;G7168.1(+)"	G7168
"G7168;G7168.2(+)"	G7168
"G7169;G7169.1(-)"	G7169
"G7170;G7170.1(+)"	G7170
"G7171;G7171.1(+)"	G7171
"G7171;G7171.2(+)"	G7171
"G7172;G7172.1(-)"	G7172
"G7173;G7173.1(+)"	G7173
"G7174;G7174.1(-)"	G7174
"G7174;G7174.2(-)"	G7174
"G7174;G7174.3(-)"	G7174
"G7175;G7175.1(-)"	G7175
"G7176;G7176.1(-)"	G7176
"G7177;G7177.1(+)"	G7177
"G7178;G7178.1(+)"	G7178
"G7179;G7179.1(-)"	G7179
"G7180;G7180.1(-)"	G7180
"G7181;G7181.1(-)"	G7181
"G7181;G7181.2(-)"	G7181
"G7181;G7181.3(-)"	G7181
"G7182;G7182.1(-)"	G7182
"G7183;G7183.1(-)"	G7183
"G7184;G7184.1(+)"	G7184
"G7185;G7185.1(-)"	G7185
"G7186;G7186.1(+)"	G7186
"G7187;G7187.1(-)"	G7187
"G7188;G7188.1(+)"	G7188
"G7189;G7189.1(+)"	G7189
"G7189;G7189.2(+)"	G7189
"G7190;G7190.1(+)"	G7190
"G7191;G7191.1(-)"	G7191
"G7192;G7192.1(-)"	G7192
"G7193;G7193.1(-)"	G7193
"G7194;G7194.1(+)"	G7194
"G7195;G7195.1(+)"	G7195
"G7195;G7195.2(+)"	G7195
"G7195;G7195.3(+)"	G7195
"G7196;G7196.1(+)"	G7196
"G7197;G7197.1(+)"	G7197
"G7198;G7198.1(-)"	G7198
"G7199;G7199.1(-)"	G7199
"G7200;G7200.1(-)"	G7200
"G7201;G7201.1(-)"	G7201
"G7202;G7202.1(+)"	G7202
"G7203;G7203.1(-)"	G7203
"G7204;G7204.1(-)"	G7204
"G7204;G7204.2(-)"	G7204
"G7204;G7204.3(-)"	G7204
"G7204;G7204.4(-)"	G7204
"G7204;G7204.5(-)"	G7204
"G7204;G7204.6(-)"	G7204
"G7204;G7204.7(-)"	G7204
"G7204;G7204.8(-)"	G7204
"G7205;G7205.1(+)"	G7205
"G7206;G7206.1(+)"	G7206
"G7207;G7207.1(-)"	G7207
"G7208;G7208.1(-)"	G7208
"G7209;G7209.1(-)"	G7209
"G7210;G7210.1(-)"	G7210
"G7211;G7211.1(-)"	G7211
"G7212;G7212.1(-)"	G7212
"G7213;G7213.1(-)"	G7213
"G7213;G7213.2(-)"	G7213
"G7214;G7214.1(+)"	G7214
"G7214;G7214.2(+)"	G7214
"G7215;G7215.1(+)"	G7215
"G7216;G7216.1(+)"	G7216
"G7217;G7217.1(+)"	G7217
"G7217;G7217.2(+)"	G7217
"G7218;G7218.1(+)"	G7218
"G7219;G7219.1(+)"	G7219
"G7220;G7220.1(-)"	G7220
"G7221;G7221.1(-)"	G7221
"G7222;G7222.1(-)"	G7222
"G7222;G7222.2(-)"	G7222
"G7223;G7223.1(-)"	G7223
"G7223;G7223.2(-)"	G7223
"G7224;G7224.1(-)"	G7224
"G7225;G7225.1(-)"	G7225
"G7225;G7225.2(-)"	G7225
"G7226;G7226.1(+)"	G7226
"G7226;G7226.2(+)"	G7226
"G7227;G7227.1(+)"	G7227
"G7228;G7228.1(-)"	G7228
"G7229;G7229.1(-)"	G7229
"G7230;G7230.1(+)"	G7230
"G7231;G7231.1(+)"	G7231
"G7232;G7232.1(-)"	G7232
"G7233;G7233.1(+)"	G7233
"G7234;G7234.1(-)"	G7234
"G7235;G7235.1(-)"	G7235
"G7236;G7236.1(+)"	G7236
"G7237;G7237.1(-)"	G7237
"G7238;G7238.1(+)"	G7238
"G7239;G7239.1(+)"	G7239
"G7240;G7240.1(-)"	G7240
"G7241;G7241.1(+)"	G7241
"G7242;G7242.1(-)"	G7242
"G7243;G7243.1(+)"	G7243
"G7244;G7244.1(+)"	G7244
"G7245;G7245.1(-)"	G7245
"G7246;G7246.1(-)"	G7246
"G7247;G7247.1(-)"	G7247
"G7247;G7247.2(-)"	G7247
"G7248;G7248.1(-)"	G7248
"G7249;G7249.1(+)"	G7249
"G7250;G7250.1(-)"	G7250
"G7250;G7250.2(-)"	G7250
"G7251;G7251.1(+)"	G7251
"G7251;G7251.2(+)"	G7251
"G7252;G7252.1(-)"	G7252
"G7253;G7253.1(+)"	G7253
"G7254;G7254.1(-)"	G7254
"G7254;G7254.2(-)"	G7254
"G7254;G7254.3(-)"	G7254
"G7255;G7255.1(+)"	G7255
"G7256;G7256.1(-)"	G7256
"G7257;G7257.1(-)"	G7257
"G7258;G7258.1(-)"	G7258
"G7259;G7259.1(-)"	G7259
"G7259;G7259.2(-)"	G7259
"G7260;G7260.1(-)"	G7260
"G7261;G7261.1(-)"	G7261
"G7261;G7261.2(-)"	G7261
"G7261;G7261.3(-)"	G7261
"G7261;G7261.4(-)"	G7261
"G7261;G7261.5(-)"	G7261
"G7262;G7262.1(+)"	G7262
"G7263;G7263.1(-)"	G7263
"G7264;G7264.1(-)"	G7264
"G7265;G7265.1(-)"	G7265
"G7266;G7266.1(+)"	G7266
"G7267;G7267.1(-)"	G7267
"G7268;G7268.1(-)"	G7268
"G7269;G7269.1(-)"	G7269
"G7269;G7269.2(-)"	G7269
"G7270;G7270.1(-)"	G7270
"G7271;G7271.1(+)"	G7271
"G7272;G7272.1(-)"	G7272
"G7273;G7273.1(-)"	G7273
"G7274;G7274.1(+)"	G7274
"G7275;G7275.1(-)"	G7275
"G7276;G7276.1(+)"	G7276
"G7277;G7277.1(-)"	G7277
"G7277;G7277.2(-)"	G7277
"G7277;G7277.3(-)"	G7277
"G7278;G7278.1(+)"	G7278
"G7278;G7278.2(+)"	G7278
"G7279;G7279.1(-)"	G7279
"G7280;G7280.1(-)"	G7280
"G7281;G7281.1(-)"	G7281
"G7282;G7282.1(+)"	G7282
"G7282;G7282.2(+)"	G7282
"G7283;G7283.1(+)"	G7283
"G7283;G7283.2(+)"	G7283
"G7284;G7284.1(+)"	G7284
"G7285;G7285.1(-)"	G7285
"G7286;G7286.1(+)"	G7286
"G7287;G7287.1(-)"	G7287
"G7288;G7288.1(+)"	G7288
"G7289;G7289.1(+)"	G7289
"G7289;G7289.2(+)"	G7289
"G7290;G7290.1(-)"	G7290
"G7290;G7290.2(-)"	G7290
"G7291;G7291.1(-)"	G7291
"G7291;G7291.2(-)"	G7291
"G7292;G7292.1(+)"	G7292
"G7292;G7292.2(+)"	G7292
"G7292;G7292.3(+)"	G7292
"G7293;G7293.1(+)"	G7293
"G7294;G7294.1(-)"	G7294
"G7295;G7295.1(+)"	G7295
"G7296;G7296.1(-)"	G7296
"G7297;G7297.1(+)"	G7297
"G7298;G7298.1(-)"	G7298
"G7299;G7299.1(-)"	G7299
"G7300;G7300.1(+)"	G7300
"G7301;G7301.1(-)"	G7301
"G7301;G7301.2(-)"	G7301
"G7301;G7301.3(-)"	G7301
"G7301;G7301.4(-)"	G7301
"G7301;G7301.5(-)"	G7301
"G7302;G7302.1(-)"	G7302
"G7303;G7303.1(-)"	G7303
"G7304;G7304.1(+)"	G7304
"G7305;G7305.1(+)"	G7305
"G7306;G7306.1(+)"	G7306
"G7306;G7306.2(+)"	G7306
"G7307;G7307.1(+)"	G7307
"G7308;G7308.1(-)"	G7308
"G7308;G7308.2(-)"	G7308
"G7309;G7309.1(+)"	G7309
"G7310;G7310.1(-)"	G7310
"G7311;G7311.1(-)"	G7311
"G7311;G7311.2(-)"	G7311
"G7312;G7312.1(-)"	G7312
"G7313;G7313.1(+)"	G7313
"G7314;G7314.1(+)"	G7314
"G7315;G7315.1(-)"	G7315
"G7315;G7315.2(-)"	G7315
"G7316;G7316.1(-)"	G7316
"G7317;G7317.1(-)"	G7317
"G7318;G7318.1(-)"	G7318
"G7319;G7319.1(-)"	G7319
"G7320;G7320.1(-)"	G7320
"G7321;G7321.1(-)"	G7321
"G7322;G7322.1(-)"	G7322
"G7323;G7323.1(-)"	G7323
"G7324;G7324.1(+)"	G7324
"G7325;G7325.1(+)"	G7325
"G7325;G7325.2(+)"	G7325
"G7326;G7326.1(+)"	G7326
"G7327;G7327.1(-)"	G7327
"G7327;G7327.2(-)"	G7327
"G7328;G7328.1(+)"	G7328
"G7329;G7329.1(+)"	G7329
"G7329;G7329.2(+)"	G7329
"G7329;G7329.3(+)"	G7329
"G7330;G7330.1(+)"	G7330
"G7331;G7331.1(-)"	G7331
"G7332;G7332.1(-)"	G7332
"G7333;G7333.1(-)"	G7333
"G7334;G7334.1(+)"	G7334
"G7335;G7335.1(+)"	G7335
"G7336;G7336.1(-)"	G7336
"G7337;G7337.1(-)"	G7337
"G7337;G7337.2(-)"	G7337
"G7338;G7338.1(-)"	G7338
"G7338;G7338.2(-)"	G7338
"G7338;G7338.3(-)"	G7338
"G7339;G7339.1(+)"	G7339
"G7340;G7340.1(-)"	G7340
"G7341;G7341.1(-)"	G7341
"G7342;G7342.1(+)"	G7342
"G7342;G7342.2(+)"	G7342
"G7343;G7343.1(-)"	G7343
"G7343;G7343.2(-)"	G7343
"G7344;G7344.1(+)"	G7344
"G7345;G7345.1(-)"	G7345
"G7346;G7346.1(-)"	G7346
"G7347;G7347.1(+)"	G7347
"G7348;G7348.1(-)"	G7348
"G7349;G7349.1(-)"	G7349
"G7349;G7349.2(-)"	G7349
"G7350;G7350.1(-)"	G7350
"G7351;G7351.1(+)"	G7351
"G7352;G7352.1(-)"	G7352
"G7353;G7353.1(-)"	G7353
"G7354;G7354.1(-)"	G7354
"G7355;G7355.1(+)"	G7355
"G7356;G7356.1(-)"	G7356
"G7357;G7357.1(+)"	G7357
"G7357;G7357.2(+)"	G7357
"G7358;G7358.1(+)"	G7358
"G7359;G7359.1(+)"	G7359
"G7360;G7360.1(+)"	G7360
"G7361;G7361.1(+)"	G7361
"G7362;G7362.1(+)"	G7362
"G7362;G7362.2(+)"	G7362
"G7363;G7363.1(+)"	G7363
"G7364;G7364.1(+)"	G7364
"G7365;G7365.1(+)"	G7365
"G7366;G7366.1(+)"	G7366
"G7367;G7367.1(+)"	G7367
"G7368;G7368.1(-)"	G7368
"G7369;G7369.1(-)"	G7369
"G7370;G7370.1(+)"	G7370
"G7371;G7371.1(+)"	G7371
"G7372;G7372.1(+)"	G7372
"G7373;G7373.1(+)"	G7373
"G7373;G7373.2(+)"	G7373
"G7373;G7373.3(+)"	G7373
"G7374;G7374.1(+)"	G7374
"G7375;G7375.1(-)"	G7375
"G7376;G7376.1(-)"	G7376
"G7377;G7377.1(+)"	G7377
"G7378;G7378.1(+)"	G7378
"G7379;G7379.1(-)"	G7379
"G7380;G7380.1(-)"	G7380
"G7381;G7381.1(-)"	G7381
"G7382;G7382.1(+)"	G7382
"G7382;G7382.2(+)"	G7382
"G7383;G7383.1(+)"	G7383
"G7384;G7384.1(+)"	G7384
"G7385;G7385.1(+)"	G7385
"G7386;G7386.1(-)"	G7386
"G7387;G7387.1(+)"	G7387
"G7387;G7387.2(+)"	G7387
"G7388;G7388.1(+)"	G7388
"G7389;G7389.1(+)"	G7389
"G7390;G7390.1(+)"	G7390
"G7390;G7390.2(+)"	G7390
"G7390;G7390.3(+)"	G7390
"G7390;G7390.4(+)"	G7390
"G7390;G7390.5(+)"	G7390
"G7390;G7390.6(+)"	G7390
"G7390;G7390.7(+)"	G7390
"G7390;G7390.8(+)"	G7390
"G7391;G7391.1(-)"	G7391
"G7392;G7392.1(+)"	G7392
"G7393;G7393.1(+)"	G7393
"G7393;G7393.2(+)"	G7393
"G7393;G7393.3(+)"	G7393
"G7393;G7393.4(+)"	G7393
"G7393;G7393.5(+)"	G7393
"G7394;G7394.1(-)"	G7394
"G7395;G7395.1(+)"	G7395
"G7396;G7396.1(-)"	G7396
"G7397;G7397.1(+)"	G7397
"G7398;G7398.1(+)"	G7398
"G7399;G7399.1(+)"	G7399
"G7399;G7399.2(+)"	G7399
"G7400;G7400.1(+)"	G7400
"G7400;G7400.2(+)"	G7400
"G7401;G7401.1(+)"	G7401
"G7402;G7402.1(+)"	G7402
"G7402;G7402.2(+)"	G7402
"G7403;G7403.1(-)"	G7403
"G7404;G7404.1(-)"	G7404
"G7405;G7405.1(-)"	G7405
"G7405;G7405.2(-)"	G7405
"G7406;G7406.1(-)"	G7406
"G7406;G7406.2(-)"	G7406
"G7407;G7407.1(-)"	G7407
"G7408;G7408.1(+)"	G7408
"G7409;G7409.1(+)"	G7409
"G7410;G7410.1(+)"	G7410
"G7411;G7411.1(+)"	G7411
"G7412;G7412.1(-)"	G7412
"G7413;G7413.1(+)"	G7413
"G7413;G7413.2(+)"	G7413
"G7414;G7414.1(-)"	G7414
"G7415;G7415.1(+)"	G7415
"G7416;G7416.1(-)"	G7416
"G7416;G7416.2(-)"	G7416
"G7416;G7416.3(-)"	G7416
"G7417;G7417.1(+)"	G7417
"G7418;G7418.1(-)"	G7418
"G7419;G7419.1(-)"	G7419
"G7420;G7420.1(+)"	G7420
"G7420;G7420.2(+)"	G7420
"G7421;G7421.1(-)"	G7421
"G7422;G7422.1(+)"	G7422
"G7422;G7422.2(+)"	G7422
"G7422;G7422.3(+)"	G7422
"G7423;G7423.1(-)"	G7423
"G7424;G7424.1(+)"	G7424
"G7425;G7425.1(-)"	G7425
"G7426;G7426.1(-)"	G7426
"G7427;G7427.1(-)"	G7427
"G7428;G7428.1(+)"	G7428
"G7429;G7429.1(-)"	G7429
"G7430;G7430.1(-)"	G7430
"G7431;G7431.1(-)"	G7431
"G7431;G7431.2(-)"	G7431
"G7432;G7432.1(-)"	G7432
"G7433;G7433.1(+)"	G7433
"G7434;G7434.1(+)"	G7434
"G7435;G7435.1(-)"	G7435
"G7436;G7436.1(+)"	G7436
"G7437;G7437.1(-)"	G7437
"G7438;G7438.1(+)"	G7438
"G7438;G7438.2(+)"	G7438
"G7438;G7438.3(+)"	G7438
"G7439;G7439.1(+)"	G7439
"G7440;G7440.1(+)"	G7440
"G7441;G7441.1(+)"	G7441
"G7442;G7442.1(-)"	G7442
"G7443;G7443.1(-)"	G7443
"G7444;G7444.1(+)"	G7444
"G7445;G7445.1(+)"	G7445
"G7446;G7446.1(-)"	G7446
"G7447;G7447.1(+)"	G7447
"G7447;G7447.2(+)"	G7447
"G7448;G7448.1(-)"	G7448
"G7449;G7449.1(-)"	G7449
"G7450;G7450.1(-)"	G7450
"G7451;G7451.1(-)"	G7451
"G7451;G7451.2(-)"	G7451
"G7452;G7452.1(+)"	G7452
"G7452;G7452.2(+)"	G7452
"G7453;G7453.1(+)"	G7453
"G7454;G7454.1(-)"	G7454
"G7455;G7455.1(+)"	G7455
"G7456;G7456.1(-)"	G7456
"G7457;G7457.1(-)"	G7457
"G7457;G7457.2(-)"	G7457
"G7458;G7458.1(+)"	G7458
"G7459;G7459.1(-)"	G7459
"G7459;G7459.2(-)"	G7459
"G7460;G7460.1(+)"	G7460
"G7461;G7461.1(-)"	G7461
"G7462;G7462.1(-)"	G7462
"G7463;G7463.1(-)"	G7463
"G7464;G7464.1(+)"	G7464
"G7465;G7465.1(-)"	G7465
"G7465;G7465.2(-)"	G7465
"G7466;G7466.1(-)"	G7466
"G7467;G7467.1(+)"	G7467
"G7467;G7467.2(+)"	G7467
"G7467;G7467.3(+)"	G7467
"G7467;G7467.4(+)"	G7467
"G7467;G7467.5(+)"	G7467
"G7468;G7468.1(+)"	G7468
"G7468;G7468.2(+)"	G7468
"G7469;G7469.1(+)"	G7469
"G7470;G7470.1(+)"	G7470
"G7471;G7471.1(+)"	G7471
"G7471;G7471.2(+)"	G7471
"G7471;G7471.3(+)"	G7471
"G7472;G7472.1(+)"	G7472
"G7472;G7472.2(+)"	G7472
"G7473;G7473.1(+)"	G7473
"G7474;G7474.1(-)"	G7474
"G7475;G7475.1(-)"	G7475
"G7475;G7475.2(-)"	G7475
"G7475;G7475.3(-)"	G7475
"G7476;G7476.1(-)"	G7476
"G7477;G7477.1(+)"	G7477
"G7477;G7477.2(+)"	G7477
"G7478;G7478.1(-)"	G7478
"G7479;G7479.1(-)"	G7479
"G7480;G7480.1(-)"	G7480
"G7480;G7480.2(-)"	G7480
"G7481;G7481.1(+)"	G7481
"G7481;G7481.2(+)"	G7481
"G7482;G7482.1(-)"	G7482
"G7483;G7483.1(-)"	G7483
"G7483;G7483.2(-)"	G7483
"G7483;G7483.3(-)"	G7483
"G7484;G7484.1(-)"	G7484
"G7484;G7484.2(-)"	G7484
"G7485;G7485.1(+)"	G7485
"G7486;G7486.1(+)"	G7486
"G7487;G7487.1(-)"	G7487
"G7488;G7488.1(+)"	G7488
"G7489;G7489.1(+)"	G7489
"G7490;G7490.1(-)"	G7490
"G7491;G7491.1(+)"	G7491
"G7492;G7492.1(-)"	G7492
"G7493;G7493.1(-)"	G7493
"G7494;G7494.1(-)"	G7494
"G7495;G7495.1(-)"	G7495
"G7496;G7496.1(-)"	G7496
"G7497;G7497.1(+)"	G7497
"G7497;G7497.2(+)"	G7497
"G7498;G7498.1(+)"	G7498
"G7499;G7499.1(+)"	G7499
"G7500;G7500.1(-)"	G7500
"G7500;G7500.2(-)"	G7500
"G7501;G7501.1(+)"	G7501
"G7502;G7502.1(+)"	G7502
"G7503;G7503.1(+)"	G7503
"G7503;G7503.2(+)"	G7503
"G7504;G7504.1(-)"	G7504
"G7505;G7505.1(+)"	G7505
"G7506;G7506.1(+)"	G7506
"G7506;G7506.2(+)"	G7506
"G7507;G7507.1(+)"	G7507
"G7508;G7508.1(+)"	G7508
"G7509;G7509.1(+)"	G7509
"G7509;G7509.2(+)"	G7509
"G7510;G7510.1(+)"	G7510
"G7511;G7511.1(-)"	G7511
"G7511;G7511.2(-)"	G7511
"G7512;G7512.1(+)"	G7512
"G7512;G7512.2(+)"	G7512
"G7513;G7513.1(-)"	G7513
"G7514;G7514.1(-)"	G7514
"G7514;G7514.2(-)"	G7514
"G7515;G7515.1(-)"	G7515
"G7515;G7515.2(-)"	G7515
"G7516;G7516.1(-)"	G7516
"G7517;G7517.1(-)"	G7517
"G7518;G7518.1(+)"	G7518
"G7518;G7518.2(+)"	G7518
"G7519;G7519.1(+)"	G7519
"G7520;G7520.1(+)"	G7520
"G7520;G7520.2(+)"	G7520
"G7521;G7521.1(-)"	G7521
"G7522;G7522.1(+)"	G7522
"G7523;G7523.1(+)"	G7523
"G7524;G7524.1(-)"	G7524
"G7525;G7525.1(+)"	G7525
"G7525;G7525.2(+)"	G7525
"G7525;G7525.3(+)"	G7525
"G7526;G7526.1(-)"	G7526
"G7527;G7527.1(-)"	G7527
"G7528;G7528.1(-)"	G7528
"G7528;G7528.2(-)"	G7528
"G7529;G7529.1(+)"	G7529
"G7530;G7530.1(-)"	G7530
"G7531;G7531.1(+)"	G7531
"G7532;G7532.1(-)"	G7532
"G7533;G7533.1(-)"	G7533
"G7534;G7534.1(-)"	G7534
"G7535;G7535.1(-)"	G7535
"G7536;G7536.1(+)"	G7536
"G7537;G7537.1(+)"	G7537
"G7538;G7538.1(+)"	G7538
"G7539;G7539.1(+)"	G7539
"G7539;G7539.2(+)"	G7539
"G7540;G7540.1(-)"	G7540
"G7541;G7541.1(+)"	G7541
"G7542;G7542.1(+)"	G7542
"G7543;G7543.1(+)"	G7543
"G7544;G7544.1(-)"	G7544
"G7545;G7545.1(-)"	G7545
"G7546;G7546.1(-)"	G7546
"G7547;G7547.1(-)"	G7547
"G7547;G7547.2(-)"	G7547
"G7547;G7547.3(-)"	G7547
"G7547;G7547.4(-)"	G7547
"G7548;G7548.1(+)"	G7548
"G7549;G7549.1(+)"	G7549
"G7549;G7549.2(+)"	G7549
"G7550;G7550.1(-)"	G7550
"G7551;G7551.1(+)"	G7551
"G7552;G7552.1(+)"	G7552
"G7553;G7553.1(+)"	G7553
"G7554;G7554.1(-)"	G7554
"G7555;G7555.1(+)"	G7555
"G7555;G7555.2(+)"	G7555
"G7555;G7555.3(+)"	G7555
"G7555;G7555.4(+)"	G7555
"G7556;G7556.1(+)"	G7556
"G7557;G7557.1(+)"	G7557
"G7558;G7558.1(+)"	G7558
"G7559;G7559.1(-)"	G7559
"G7560;G7560.1(+)"	G7560
